,ticker,name,website,headquarter,employees,industry,type,source
135,CIG,Companhia Energética de Minas Gerais,http://www.cemig.com.br,"Avenida Barbacena, 1200 Belo Horizonte, MG 30190-131 Brazil 55 31 3506 5024 http://www.cemig.com.br",5102,Utilities—Diversified,,yahoo
136,PNW,Pinnacle West Capital Corporation,http://www.pinnaclewest.com,"400 North Fifth Street P.O. Box 53999 Phoenix, AZ 85072-3999 United States 602 250 1000 http://www.pinnaclewest.com",6026,Utilities—Regulated Electric,,yahoo
137,AKAAF,Aker ASA,http://www.akerasa.com,OksenOeyveien 10 Lysaker 1366 Norway 47 24 13 00 00 http://www.akerasa.com,1605,Oil & Gas Equipment & Services,,yahoo
138,IART,Integra LifeSciences Holdings Corporation,http://www.integralife.com,"1100 Campus Road Princeton, NJ 08540 United States 609 275 0500 http://www.integralife.com",3700,Medical Devices,,yahoo
139,TIMB,TIM S.A.,http://www.tim.com.br,"JoÃ£o Cabral de Melo Neto Avenue, 850 South Tower â 12th floor Rio de Janeiro, RJ 22775-057 Brazil 55 21 4109 4167 http://www.tim.com.br",9119,Telecom Services,,yahoo
140,SOMMY,"Sumitomo Chemical Company, Limited",http://www.sumitomo-chem.co.jp,"Tokyo Sumitomo Twin Building (East) 27-1, Shinkawa 2-chome Chuo-ku Tokyo 104-8260 Japan 81 3 5543 5500 http://www.sumitomo-chem.co.jp",34743,Chemicals,,yahoo
141,HOCFF,HOCHTIEF Aktiengesellschaft,http://www.hochtief.com,Alfredstrasse 236 Essen 45133 Germany 49 201 824 0 http://www.hochtief.com,33555,Engineering & Construction,,yahoo
142,AGESY,ageas SA/NV,http://www.ageas.com,Rue du Marquis 1/Markiesstraat 1 Box 7 Brussels 1000 Belgium 32 2 557 57 11 http://www.ageas.com,10236,Insurance—Diversified,,yahoo
143,YAMHF,"Yamaha Motor Co., Ltd.",http://global.yamaha-motor.com,2500 Shingai Iwata 438-8501 Japan 81 5 3837 0134 http://global.yamaha-motor.com,52437,Auto Manufacturers,,yahoo
144,AMH-PF,American Homes 4 Rent,http://www.americanhomes4rent.com,"23975 Park Sorrento Suite 300 Calabasas, CA 91302 United States 805-413-5300 http://www.americanhomes4rent.com",1447,REIT—Residential,,yahoo
145,PRGO,Perrigo Company plc,http://www.perrigo.com,The Sharp Building Hogan Place Dublin 2 Ireland 353 1 709 4000 http://www.perrigo.com,11500,Drug Manufacturers—Specialty & Generic,,yahoo
146,WD,"Walker & Dunlop, Inc.",http://www.walkerdunlop.com,"7501 Wisconsin Avenue Suite 1200E Bethesda, MD 20814 United States 301 215 5500 http://www.walkerdunlop.com",988,Mortgage Finance,,yahoo
147,REYN,Reynolds Consumer Products Inc.,http://www.reynoldsconsumerproducts.com,"1900 West Field Court Lake Forest, IL 60045 United States 800 879 5067 http://www.reynoldsconsumerproducts.com",5450,Packaging & Containers,,yahoo
148,BKGFY,The Berkeley Group Holdings plc,http://www.berkeleygroup.co.uk,Berkeley House 19 Portsmouth Road Cobham KT11 1JG United Kingdom 44 1932 868 555 http://www.berkeleygroup.co.uk,2705,Residential Construction,,yahoo
149,BKNIY,"Bankinter, S.A.",http://www.bankinter.com,Paseo de la Castellana 29 Madrid 28046 Spain 34 91 339 75 00 http://www.bankinter.com,6119,Banks—Regional,,yahoo
150,EDR,"Endeavor Group Holdings, Inc.",http://www.endeavorco.com,"9601 Wilshire Boulevard 3rd Floor Beverly Hills, CA 90210 United States 310 285 9000 http://www.endeavorco.com",6400,Entertainment,,yahoo
151,CRYCY,China Railway Signal & Communication Corporation Limited,http://www.crsc.cn,"CRSC Building A 20th Floor, 1 Compound Automobile Museum South Road Fengtai District Beijing 100070 China 86 10 5080 9077 http://www.crsc.cn",20636,Railroads,,yahoo
152,MALRY,Mineral Resources Limited,http://www.mineralresources.com.au,"1 Sleat Road Applecross, WA 6153 Australia 61 8 9329 3600 http://www.mineralresources.com.au",5000,Other Industrial Metals & Mining,,yahoo
153,SGBAF,SES S.A.,http://www.ses.com,ChÃ¢teau de Betzdorf Betzdorf Betzdorf 6815 Luxembourg 352 710 7251 http://www.ses.com,2095,Broadcasting,,yahoo
154,TRYIY,"Toray Industries, Inc.",http://www.toray.co.jp,"Nihonbashi Mitsui Tower 1-1, Nihonbashi-Muromachi 2-chome Chuo-ku Tokyo 103-8666 Japan 81 3 3245 5111 http://www.toray.co.jp",46267,Textile Manufacturing,,yahoo
155,FLO,"Flowers Foods, Inc.",http://www.flowersfoods.com,"1919 Flowers Circle Thomasville, GA 31757 United States 229 226 9110 http://www.flowersfoods.com",9200,Packaged Foods,,yahoo
156,APPS,"Digital Turbine, Inc.",http://www.digitalturbine.com,"110 San Antonio Street Suite 160 Austin, TX 78701 United States 512 387 7717 http://www.digitalturbine.com",280,Software—Application,,yahoo
157,INFA,Informatica Inc.,http://www.informatica.com,"2100 Seaport Boulevard Redwood City, CA 94063 United States 650-385-5000 http://www.informatica.com",5249,Software—Infrastructure,,yahoo
158,CRZBY,Commerzbank AG,http://www.commerzbank.com,Kaiserplatz Frankfurt am Main 60311 Germany 49 69 136 20 http://www.commerzbank.com,38432,Banks—Regional,,yahoo
159,TOL,"Toll Brothers, Inc.",http://www.tollbrothers.com,"1140 Virginia Drive Fort Washington, PA 19034 United States 215 938 8000 http://www.tollbrothers.com",4500,Residential Construction,,yahoo
160,ATKR,Atkore Inc.,http://www.atkore.com,"16100 South Lathrop Avenue Harvey, IL 60426 United States 708 339 1610 http://www.atkore.com",3400,Electrical Equipment & Parts,,yahoo
161,FSLY,"Fastly, Inc.",http://www.fastly.com,"475 Brannan Street Suite 300 San Francisco, CA 94107 United States 844 432 7859 http://www.fastly.com",992,Software—Application,,yahoo
162,LSTR,"Landstar System, Inc.",http://www.landstar.com,"13410 Sutton Park Drive South Jacksonville, FL 32224 United States 904 398 9400 http://www.landstar.com",1400,Integrated Freight & Logistics,,yahoo
163,MALRF,Mineral Resources Limited,http://www.mineralresources.com.au,"1 Sleat Road Applecross, WA 6153 Australia 61 8 9329 3600 http://www.mineralresources.com.au",5000,Other Industrial Metals & Mining,,yahoo
164,AL-PA,Air Lease Corporation,http://www.airleasecorp.com,"2000 Avenue of the Stars Suite 1000N Los Angeles, CA 90067 United States 310-553-0555 http://www.airleasecorp.com",120,Rental & Leasing Services,,yahoo
165,PSORF,Pearson plc,http://www.pearson.com,80 Strand London WC2R 0RL United Kingdom 44 20 7010 2000 http://www.pearson.com,20000,Publishing,,yahoo
166,KONMY,Konami Holdings Corporation,http://www.konami.com,"1-11-1, Ginza Chuo-ku Tokyo 104-0061 Japan 81 3 6636 0573 http://www.konami.com",4982,Electronic Gaming & Multimedia,,yahoo
167,KRG,Kite Realty Group Trust,http://www.kiterealty.com,"30 South Meridian Street Suite 1100 Indianapolis, IN 46204 United States 317-577-5600 http://www.kiterealty.com",113,REIT—Retail,,yahoo
168,CNM,"Core & Main, Inc.",http://www.coreandmain.com,"1830 Craig Park Court Saint Louis, MO 63146 United States 314 432 4700 http://www.coreandmain.com",3700,Industrial Distribution,,yahoo
169,SAM,"The Boston Beer Company, Inc.",http://www.bostonbeer.com,"One Design Center Place Suite 850 Boston, MA 02210 United States 617 368 5000 http://www.bostonbeer.com",2423,Beverages—Brewers,,yahoo
170,DAVA,Endava plc,http://www.endava.com,125 Old Broad Street London EC2N 1AR United Kingdom 44 20 7367 1000 http://www.endava.com,9616,Software—Infrastructure,,yahoo
171,ROHCF,"ROHM Co., Ltd.",http://www.rohm.com,21 Saiin Mizosaki-cho Ukyo-ku Kyoto 615-8585 Japan 81 75 311 2121 http://www.rohm.com,22370,Semiconductors,,yahoo
172,CMHHF,China Merchants Port Holdings Company Limited,http://www.cmport.com.hk,China Merchants Tower 38th Floor Shun Tak Centre 168-200 Connaught Road Central Hong Kong 852 2102 8888 http://www.cmport.com.hk,8309,Marine Shipping,,yahoo
173,SSD,"Simpson Manufacturing Co., Inc.",http://www.simpsonmfg.com,"5956 West Las Positas Boulevard Pleasanton, CA 94588 United States 925 560 9000 http://www.simpsonmfg.com",3562,Building Products & Equipment,,yahoo
174,WTS,"Watts Water Technologies, Inc.",http://www.watts.com,"815 Chestnut Street North Andover, MA 01845-6098 United States 978 688 1811 http://www.watts.com",4465,Specialty Industrial Machinery,,yahoo
175,JBL,Jabil Inc.,http://www.jabil.com,"10560 Dr. Martin Luther King Jr. Street North Saint Petersburg, FL 33716 United States 727 577 9749 http://www.jabil.com",238000,Electronic Components,,yahoo
176,CCOEF,"Capcom Co., Ltd.",http://www.capcom.co.jp,3-1-3 Uchihirano-machi Chuo-ku Osaka 540-0037 Japan 81 6 6920 3600 http://www.capcom.co.jp,3152,Electronic Gaming & Multimedia,,yahoo
177,TCHBF,Tecan Group Ltd.,http://www.tecan.com,Seestrasse 103 MÃ¤nnedorf 8708 Switzerland 41 44 922 88 88 http://www.tecan.com,2050,Medical Instruments & Supplies,,yahoo
178,GPAGF,"Gruma, S.A.B. de C.V.",http://www.gruma.com,"Calzada del Valle 407 Ote., Colonia del Valle San Pedro Garza GarcÃ­a, NL 66220 Mexico 52 8 183 993300 http://www.gruma.com",22248,Packaged Foods,,yahoo
179,RNR,RenaissanceRe Holdings Ltd.,http://www.renre.com,Renaissance House 12 Crow Lane Pembroke HM 19 Bermuda 441-295-4513 http://www.renre.com,604,Insurance—Reinsurance,,yahoo
180,DOOO,BRP Inc.,http://www.brp.com,"726 Saint-Joseph Street Valcourt, QC J0E 2L0 Canada 450 532 2211 http://www.brp.com",14500,Recreational Vehicles,,yahoo
181,DBX,"Dropbox, Inc.",http://www.dropbox.com,"1800 Owens Street San Francisco, CA 94158 United States 415 857 6800 http://www.dropbox.com",2760,Software—Infrastructure,,yahoo
182,DUOL,"Duolingo, Inc.",http://www.duolingo.com,"5900 Penn Avenue Pittsburgh, PA 15206 United States 412 567 6602 http://www.duolingo.com",400,Software—Application,,yahoo
183,UEPEM,Union Electric Company,http://www.ameren.com/missouri,"1901 Chouteau Avenue Saint Louis, MO 63103 United States 314 621 3222 http://www.ameren.com/missouri",3997,Utilities—Regulated Electric,,yahoo
184,IHS,IHS Holding Limited,http://www.ihstowers.com,1 Cathedral Piazza 123 Victoria Street London SW1E 5BP United Kingdom 44 20 8106 1600 http://www.ihstowers.com,2075,Telecom Services,,yahoo
185,HLVTY,Helvetia Holding AG,http://www.helvetia.com,Dufourstrasse 40 Sankt Gallen 9001 Switzerland 41 58 280 5000 http://www.helvetia.com,11687,,,yahoo
186,CIBEY,Commercial International Bank (Egypt) S.A.E.,http://www.cibeg.com,Nile Tower Building 21/23 Charles de Gaulle Street P.O Box: 2430 Giza Egypt 20 219666 http://www.cibeg.com,7194,Banks—Regional,,yahoo
187,KSFTF,Kingsoft Corporation Limited,http://www.kingsoft.com,"Tower 5, The Gateway 32/F, Suite 3208 Harbour City Tsim Sha Tsui Kowloon 100085 Hong Kong 852 9830 3138 http://www.kingsoft.com",5775,Electronic Gaming & Multimedia,,yahoo
188,LPL,"LG Display Co., Ltd.",http://www.lgdisplay.com,LG Twin Towers 128 Yeoui-daero Yeongdeungpo-gu Seoul 07336 South Korea 82 2 3777 1010 http://www.lgdisplay.com,27489,Consumer Electronics,,yahoo
189,PVVLF,Partners Value Investments LP,http://www.pvii.ca,"Brookfield Place Suite 210 181 Bay Street Toronto, ON M5J 2T3 Canada 416-359-8620 http://www.pvii.ca",0,Asset Management,,yahoo
190,VLEEF,Valeo SA,http://www.valeo.com,"43, Rue Bayen Paris 75017 France 33 1 40 55 20 20 http://www.valeo.com",110300,Auto Parts,,yahoo
191,UMBF,UMB Financial Corporation,http://www.umb.com,"1010 Grand Boulevard Kansas City, MO 64106 United States 816 860 7000 http://www.umb.com",3591,Banks—Regional,,yahoo
192,AVNT,Avient Corporation,http://www.avient.com,"33587 Walker Road Avon Lake, OH 44012 United States 440 930 1000 http://www.avient.com",8400,Specialty Chemicals,,yahoo
193,JAZZ,Jazz Pharmaceuticals plc,http://www.jazzpharma.com,Waterloo Exchange Fifth Floor Waterloo Road Dublin 4 Ireland 353 1 634 7800 http://www.jazzpharma.com,1940,Biotechnology,,yahoo
194,WSC,WillScot Corporation,http://www.willscotmobilemini.com,"4646 East Van Buren Street Suite 400 Phoenix, AZ 85008 United States 480 894 6311 http://www.willscotmobilemini.com",4300,Rental & Leasing Services,,yahoo
195,ATHM,Autohome Inc.,http://www.autohome.com.cn,"CEC Plaza, Tower B 18th Floor 3 Dan Ling Street Haidian District Beijing 100080 China 86 10 5985 7001 http://www.autohome.com.cn",6048,Internet Content & Information,,yahoo
196,SCRYY,SCOR SE,http://www.scor.com,"5, Avenue KlEber Cedex 16 Paris 75795 France 33 1 58 44 70 00 http://www.scor.com",2945,Insurance—Reinsurance,,yahoo
197,PSB-PY,"PS Business Parks, Inc.",http://www.psbusinessparks.com,"701 Western Avenue Glendale, CA 91201 United States 818-244-8080 http://www.psbusinessparks.com",155,REIT—Diversified,,yahoo
198,HRGLF,Hargreaves Lansdown plc,http://www.hl.co.uk,One College Square South Anchor Road Bristol BS1 5HL United Kingdom 44 1179 009 000 http://www.hl.co.uk,1839,Asset Management,,yahoo
199,TEVA,Teva Pharmaceutical Industries Limited,http://www.tevapharm.com,124 Dvora Haneviâa Street Tel Aviv 6944020 Israel 972 3 914 8213 http://www.tevapharm.com,37100,Drug Manufacturers—Specialty & Generic,,yahoo
200,ROLL,RBC Bearings Incorporated,http://www.rbcbearings.com,"One Tribology Center 102 Willenbrock Road Oxford, CT 06478 United States 203 267 7001 http://www.rbcbearings.com",3885,Tools & Accessories,,yahoo
201,KNSL,"Kinsale Capital Group, Inc.",http://www.kinsalecapitalgroup.com,"2035 Maywill Street Suite 100 Richmond, VA 23230 United States 804 289 1300 http://www.kinsalecapitalgroup.com",323,Insurance—Property & Casualty,,yahoo
202,MCFE,McAfee Corp.,http://www.mcafee.com,"6220 America Center Drive San Jose, CA 95002 United States 866 622 3911 http://www.mcafee.com",6916,Software—Application,,yahoo
203,LZRFY,Localiza Rent a Car S.A.,http://www.localizahertz.com,"Avenida Bernardo Vasconcelos, 377 Cachoeirinha Belo Horizonte, MG 31150-900 Brazil 800 979 2000 http://www.localizahertz.com",12161,Rental & Leasing Services,,yahoo
204,FATE,"Fate Therapeutics, Inc.",http://www.fatetherapeutics.com,"3535 General Atomics Court Suite 200 San Diego, CA 92121 United States 858 875 1800 http://www.fatetherapeutics.com",390,Biotechnology,,yahoo
205,RGLD,"Royal Gold, Inc.",http://www.royalgold.com,"1144 15th Street Suite 2500 Denver, CO 80202 United States 303 573 1660 http://www.royalgold.com",28,Gold,,yahoo
206,AYI,"Acuity Brands, Inc.",http://www.acuitybrands.com,"1170 Peachtree Street, N.E. Suite 2300 Atlanta, GA 30309-7676 United States 404 853 1400 http://www.acuitybrands.com",13000,Electrical Equipment & Parts,,yahoo
207,PDCE,"PDC Energy, Inc.",http://www.pdce.com,"1775 Sherman Street Suite 3000 Denver, CO 80203 United States 303 860 5800 http://www.pdce.com",520,Oil & Gas E&P,,yahoo
208,BMBL,Bumble Inc.,http://bumble.com,"1105 West 41st Street Austin, TX 78756-3706 United States 512 696 1409 http://bumble.com",800,Software—Application,,yahoo
209,ASMVF,ASM Pacific Technology Limited,http://www.asmpacific.com,8 Cheung Fai Road 19th Floor Gateway ts Tsing Yi Hong Kong 852 2424 2021 http://www.asmpacific.com,11600,Semiconductor Equipment & Materials,,yahoo
210,SEIC,SEI Investments Co.,http://www.seic.com,"1 Freedom Valley Drive Oaks, PA 19456 United States 610-676-1000 http://www.seic.com",3963,Asset Management,,yahoo
211,KIROY,Kumba Iron Ore Limited,http://www.angloamericankumba.com,Building 2B Centurion Gate 124 Akkerboom Road Centurion 0157 South Africa 27 12 683 7000 http://www.angloamericankumba.com,0,Steel,,yahoo
212,SLAB,Silicon Laboratories Inc.,http://www.silabs.com,"400 West Cesar Chavez Austin, TX 78701 United States 512 416 8500 http://www.silabs.com",1838,Semiconductors,,yahoo
213,THO,"Thor Industries, Inc.",http://www.thorindustries.com,"601 East Beardsley Avenue Elkhart, IN 46514-3305 United States 574 970 7460 http://www.thorindustries.com",31000,Recreational Vehicles,,yahoo
214,VRNS,"Varonis Systems, Inc.",http://www.varonis.com,"1250 Broadway 29th Floor New York, NY 10001 United States 877 292 8767 http://www.varonis.com",1719,Software—Infrastructure,,yahoo
215,RAIFY,Raiffeisen Bank International AG,http://www.rbinternational.com,Am Stadtpark 9 Vienna 1030 Austria 43 1 71 707 0 http://www.rbinternational.com,45825,Banks—Regional,,yahoo
216,FOUR,"Shift4 Payments, Inc.",http://www.shift4.com,"2202 North Irving Street Allentown, PA 18109 United States 888 276 2108 http://www.shift4.com",1305,Software—Infrastructure,,yahoo
217,GOFPY,Greek Organization of Football Prognostics S.A.,http://corporate.opap.gr/en,112 Athinon Avenue Athens 104 42 Greece 30 210 57 98 888 http://corporate.opap.gr/en,1562,Gambling,,yahoo
218,SPWR,SunPower Corporation,http://us.sunpower.com,"51 Rio Robles San Jose, CA 95134 United States 408-240-5500 http://us.sunpower.com",2200,Solar,,yahoo
219,VICR,Vicor Corporation,http://www.vicorpower.com,"25 Frontage Road Andover, MA 01810 United States 978 470 2900 http://www.vicorpower.com",1049,Electronic Components,,yahoo
220,RICOY,"Ricoh Company, Ltd.",http://www.ricoh.co.jp,1-3-6 Nakamagome Ohta-ku Tokyo 143-8555 Japan 81 3 3777 8111 http://www.ricoh.co.jp,81184,Business Equipment & Supplies,,yahoo
221,SLG-PI,SL Green Realty Corp.,http://www.slgreen.com,"420 Lexington Avenue New York, NY 10170 United States 212-594-2700 http://www.slgreen.com",794,REIT—Office,,yahoo
222,WK,Workiva Inc.,http://www.workiva.com,"2900 University Boulevard Ames, IA 50010 United States 888-275-3125 http://www.workiva.com",2014,Software—Application,,yahoo
223,HMTLY,"Hitachi Metals, Ltd.",http://www.hitachi-metals.co.jp,"Shinagawa Season Terrace 2-70, Konan 1-chome Minato-ku Tokyo 108-8224 Japan 81 3 6774 3001 http://www.hitachi-metals.co.jp",28620,Steel,,yahoo
224,ATZAF,Aritzia Inc.,http://www.aritzia.com,"611 Alexander Street Suite 118 Vancouver, BC V6A 1E1 Canada  http://www.aritzia.com",4570,Apparel Retail,,yahoo
225,SLM,SLM Corporation,http://www.salliemae.com,"300 Continental Drive Newark, DE 19713 United States 302 451 0200 http://www.salliemae.com",1600,Credit Services,,yahoo
226,SKLTF,SEEK Limited,http://www.seek.com.au,"60 Cremorne Street Cremorne, VIC 3121 Australia 61 3 8517 4100 http://www.seek.com.au",0,Staffing & Employment Services,,yahoo
227,KGFHF,Kingfisher plc,http://www.kingfisher.com,3 Sheldon Square Paddington London W2 6PX United Kingdom 44 20 7372 8008 http://www.kingfisher.com,79629,Home Improvement Retail,,yahoo
228,SAPIF,Saputo Inc.,http://www.saputo.com,"6869, MÃ©tropolitain Boulevard East Montreal, QC H1P 1X8 Canada 514 328 6662 http://www.saputo.com",17300,Packaged Foods,,yahoo
229,RITPF,RIT Capital Partners Ord,http://www.ritcap.com,27 St Jamesâs Place London SW1A 1NR United Kingdom 020 7493 8111 http://www.ritcap.com,54,,,yahoo
230,ESYJY,easyJet plc,http://www.easyjet.com,Hangar 89 London Luton Airport Luton LU2 9PF United Kingdom 44 1582 525 019 http://www.easyjet.com,14000,Airlines,,yahoo
231,UPWK,Upwork Inc.,http://www.upwork.com,"2625 Augustine Drive Suite 601 Santa Clara, CA 95054 United States 650 316 7500 http://www.upwork.com",540,Staffing & Employment Services,,yahoo
